,belongs_to_collection,budget_processed,budget,genre_rank,num_genres,has_homepage,originally_english,topStudio,numTopStudios,num_studios,studioRank,num_production_countries,topCountry,countryRank,usa_produced,1960s,1970s,1980s,1990s,2000s,2010s,mondayRelease,tuesdayRelease,wednesdayRelease,thursdayRelease,fridayRelease,saturdayRelease,sundayRelease,Winter,Fall,Spring,Summer,runtime_processed,spoken_english,num_languages,has_tagline,num_keywords,numTopKeywords,keywordRank,cast_num,topLeadActor,numTopActors,actorRanks,topActorRank,crew_num,topLeadDirector,numTopDirectors,directorsRank,topLeadExecProd,numTopExecProd,execProdRank,topLeadProducer,numTopProducers,producersRank,topLeadComposer,numTopComposers,composersRank,topLeadDirectorPhoto,numTopDirectorsPhoto,directorsPhotoRank,topLeadEditor,numTopEditors,editorsRank,budget_to_year_ratio,runtime_to_year_ratio,inflationBudget,popularity,popularity_year_ratio,log_revenue,revenue
3902,0,40000000,40000000,14,1,0,1,1,1,3,128.6666667,2,1,5.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,84,1,1,1,0,0,400,29,0,0,893.5862069,337,155,0,0,379,1,0,219.6666667,0,0,616.8,0,0,81,0,0,268,0,0,246.5,9.960119681,0.041916168,54400000,24.294,1.127047448,17.65595588,46546197
3903,0,30000000,30000000,14.4,5,0,1,0,1,6,74.5,3,0,6.333333333,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,85,1,3,1,0,0,400,17,0,0,659.2941176,337,24,0,0,379,0,0,606,0,0,265,0,0,81,0,0,195,0,0,105,7.432952907,0.042309607,38100000,29.295,1.45726288,17.87988481,58228460
3904,0,68000000,68000000,13.5,2,1,1,0,0,3,246.3333333,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,116,1,1,1,0,0,400,40,1,0,118.05,44,269,0,0,379,0,0,148.3333333,0,0,422.8571429,0,0,81,0,1,72,0,0,141,16.64854505,0.057397328,71672000,22.415,0.546301266,16.74499341,18717947
3905,0,32000000,32000000,7.666666667,3,0,1,0,0,2,446.5,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,119,1,1,1,0,0,400,34,0,0,571.5882353,160,127,0,0,379,0,0,202,0,0,483,0,0,81,0,0,252,0,0,577,7.984023968,0.059440559,44672000,22.544,1.209683157,17.82837894,55305279
3906,0,1169377,0,6.333333333,3,0,1,0,0,2,200,1,1,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,112,1,1,1,0,0,400,26,1,0,646.7692308,49,23,0,0,379,0,0,606,0,0,320.2,0,0,81,0,0,330,0,0,681,0.288294007,0.055610725,0,24.558,1.01765109,13.88799772,1075178
3907,0,50873084,0,8.25,4,0,1,0,1,4,404.75,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,118,1,4,1,0,0,400,44,0,0,500.3636364,193,27,0,0,379,0,0,244,0,0,391,0,0,81,0,1,72,0,0,454,12.55453166,0.058618977,0,20.791,1.069519798,16.71001488,18074539
3908,0,21505273.25,0,15,6,1,0,0,0,6,239.1666667,1,0,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,119,0,1,1,0,0,400,33,0,0,112,337,221,0,0,379,0,0,303,0,0,239.1666667,0,0,81,0,0,363,0,0,622,5.28607315,0.058998513,0,25.542,0.757833744,16.84687104,20725409
3909,0,21000000,21000000,13.66666667,3,0,1,0,0,9,84.55555556,4,1,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,87,1,1,1,0,0,400,20,0,0,579.85,337,102,0,0,379,0,0,224,0,0,404.5,0,0,81,0,0,181.5,0,1,211,5.218641185,0.04336989,27804000,22.786,1.324690319,15.83880137,7563172
3910,1,92000000,92000000,12.66666667,3,1,1,1,1,3,138.3333333,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,113,1,1,1,0,0,400,41,0,0,344.3170732,337,145,0,1,57,1,2,93.75,1,0,97.85714286,0,0,81,0,0,135,0,0,101,23.09227674,0.056613226,138368000,33.483,2.02110656,20.01900012,494471524
3911,0,4500000,4500000,7.75,4,0,1,0,0,3,133.3333333,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,104,1,1,1,0,0,400,22,0,0,987.3636364,197,134,0,0,379,0,0,151.5,0,0,209,0,0,81,0,0,247,0,0,390,1.114942936,0.051767048,5715000,26.285,1.307532166,15.09821949,3606395
3912,0,518561.5,0,8,1,0,1,0,0,2,445,1,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,86,1,1,1,0,0,400,23,0,0,159.6086957,337,37,0,0,379,0,0,298.2857143,0,0,425.5,0,0,81,0,0,363,0,0,681,0.127337977,0.042616452,0,29.541,0.925607205,11.13109387,68260
3913,1,13000000,13000000,7.5,4,1,0,0,0,10,190.1,3,0,16.33333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,152,1,2,1,0,0,400,53,0,0,236.1698113,337,49,0,0,379,0,0,303,0,0,246.6666667,0,0,81,0,0,363,0,0,681,3.22094626,0.075659532,16510000,26.984,1.342303518,18.51072172,109421911
3914,0,24000000,24000000,8.333333333,3,1,1,0,0,3,133.3333333,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,126,1,1,1,0,0,400,49,0,0,184.1836735,337,85,0,0,379,0,0,202,0,0,228.8333333,0,0,81,0,0,122,1,1,44,5.87014649,0.06231454,24864000,25.82,0.513835743,18.78777894,144353965
3915,0,160000000,160000000,11.5,4,1,1,0,1,6,95.66666667,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,98,1,2,1,0,0,400,31,0,0,464.516129,220,258,0,1,75,0,0,80.5,0,0,137.625,0,0,81,0,1,41,0,0,212,39.7610757,0.04885344,211840000,27.034,1.571652685,19.01772893,181674817
3916,1,7427149.5,5,11,3,1,1,0,0,6,140.3333333,2,1,5.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,92,1,2,1,0,0,400,12,0,0,805.5833333,337,30,0,0,379,0,0,59.75,0,0,247.4,0,0,81,0,0,363,0,0,499,1.83652999,0.045748384,6.17,24.284,1.26102243,15.82065283,7427149.5
3917,0,60000000,60000000,12.66666667,3,0,1,1,1,2,107.5,1,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,107,1,1,1,0,0,400,40,1,0,418.725,13,86,0,0,113,0,1,54,0,0,161.6666667,0,0,81,0,0,363,0,0,164.1666667,15.15113255,0.053768844,96720000,27.43,1.562555252,18.87760378,157920733
3918,1,10000000,10000000,5.5,2,1,1,1,0,4,118.75,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,96,1,1,1,0,0,400,51,0,0,257.9607843,128,69,0,0,178,0,0,303,0,0,463.8,0,0,81,0,0,363,0,0,227,2.445894371,0.047477745,10360000,23.054,0.458790443,18.20178091,80340218
3919,0,12820005,12820005,7.333333333,3,0,0,0,0,2,202,1,0,22,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,138,1,4,1,0,0,400,28,0,0,498.4285714,187,41,0,0,379,0,0,142,0,0,282.5,0,0,81,0,0,363,0,0,586.5,3.151203122,0.068418443,14435325.63,25.032,0.742701992,18.22135114,81927980
3920,1,70000000,70000000,8.333333333,3,0,1,0,0,7,328.8571429,4,1,7.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,114,1,1,1,0,0,400,39,0,0,483.7435897,337,128,0,0,272,0,0,60.8,0,0,294.5555556,0,0,81,1,1,15,0,0,340.5,17.39547062,0.056829511,92680000,31.025,1.803674061,17.46952625,38629478
3921,0,170000000,170000000,14,3,1,1,1,2,4,207.25,3,0,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,126,1,1,1,0,0,400,41,0,0,315.195122,337,82,0,0,195,0,1,80.66666667,0,0,355,0,0,81,0,1,69,0,0,383,42.03632878,0.062655395,209780000,31.875,1.655208778,19.04002077,185770160
3922,1,900000,900000,9.333333333,3,0,0,0,0,2,816.5,1,0,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,95,1,4,1,0,0,400,16,0,0,1200.5,189,18,0,0,239,0,0,329,0,0,1035,0,0,81,0,0,363,0,0,446,0.226810858,0.047690763,1418400,25.521,1.278669607,16.83512653,20483423
3923,0,1500000,1500000,5,1,1,1,0,0,2,200,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,113,1,1,1,0,0,400,19,0,0,409.8421053,337,10,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,0.36907124,0.056051587,1716000,23.775,1.074905099,14.55744838,2100000
3924,1,30000000,30000000,16.6,5,1,0,0,0,11,163.4545455,1,0,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,85,0,1,1,0,0,400,21,0,0,1377.333333,174,60,0,0,213,0,0,606,0,0,720,0,0,81,0,0,181,0,0,681,7.51502253,0.042542543,44040000,29.269,1.638567566,18.91320795,163644662
3925,0,9000000,9000000,5,1,1,1,0,0,9,23.22222222,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,138,1,1,0,0,0,400,49,0,0,397.0204082,299,100,0,0,379,0,0,151.5,0,0,235.3,0,0,81,0,0,363,0,1,84,2.214427438,0.068452381,10296000,29.473,1.33252063,18.18480839,78988148
3926,0,31000000,31000000,15,3,0,1,1,2,3,112.6666667,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,77,1,1,1,0,0,400,26,0,0,292.0769231,337,23,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,1,313.5,7.843843747,0.038732394,51088000,26.015,1.358721718,18.12161879,74151346
3927,0,18000000,18000000,7,2,0,1,1,0,1,181,1,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,115,1,3,1,0,0,400,60,0,0,464.1333333,288,66,0,0,379,0,0,606,0,0,890,0,0,81,0,0,255,0,0,681,4.527121988,0.057673019,27720000,26.015,1.401592394,17.72920451,50083616
3928,1,31132592,0,2,1,0,1,0,0,1,400,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,128,1,1,1,0,0,400,48,0,0,426.6041667,329,33,0,0,305,0,0,606,0,0,750.5,0,0,81,0,0,332,0,0,681,8.030153515,0.065007618,0,18.265,0.838190078,17.25376583,31132592
3929,1,8000000,8000000,11.33333333,3,0,1,0,0,1,316,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111,1,1,1,0,0,400,60,1,0,280.2,32,49,0,1,71,0,0,606,0,0,195,0,0,81,0,1,68,0,0,143.5,2.032388137,0.055947581,13760000,28.514,1.70288689,18.06145018,69821334
3930,0,47000000,47000000,11.25,4,0,1,0,0,3,303,4,0,13.25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,141,1,1,1,0,0,400,85,0,0,172.9764706,337,17,0,0,379,0,0,303,0,0,533.6666667,0,0,81,0,0,360,0,0,340.5,11.64495955,0.070184171,59690000,28.014,1.393540274,14.66211761,2331721
3931,0,117000000,117000000,12,2,0,1,0,1,5,126.8,1,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,109,1,3,1,0,0,400,36,1,0,379.8888889,13,146,0,1,86,0,1,161.3333333,0,0,327.8333333,0,0,81,0,1,96,0,0,52.5,28.95967922,0.054228856,146484000,28.661,1.484287387,19.38381602,261989769
3932,0,50000000,50000000,8,3,0,1,1,0,3,290.6666667,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,139,1,1,1,0,0,400,67,0,0,268.0149254,93,111,0,0,379,0,0,95.66666667,0,1,197.3333333,0,0,81,0,0,187,0,0,424,12.53758454,0.069604407,74300000,24.009,1.356168297,19.5654703,314178011
3933,0,26000000,26000000,7,2,1,1,0,0,3,315.3333333,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,137,1,1,0,0,0,400,85,0,0,161.5411765,225,39,0,0,379,0,0,61,0,0,574.8,0,0,81,0,0,363,0,0,681,6.461174801,0.068295115,34424000,25.208,1.465496075,16.51160011,14821658
3934,0,100000000,100000000,10,4,0,1,0,1,4,210.25,3,1,2.666666667,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,119,1,1,1,0,0,400,47,1,0,150.8297872,40,160,0,0,379,0,1,29.66666667,0,2,201.3,0,0,81,0,0,229,0,0,386,24.653641,0.059086395,118000000,27.01,1.119258732,18.45062063,103039258
3935,0,35000000,35000000,7,2,0,1,1,0,4,367.25,2,1,3.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,119,1,1,1,0,0,400,60,1,0,174.15,12,41,0,1,34,0,0,606,0,0,414.3333333,0,0,81,0,1,93,0,0,378,8.680417771,0.059262948,45080000,28.507,1.376804573,18.14599625,75981180
3936,1,8000000,8000000,5.5,2,0,1,0,0,7,97,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,110,1,1,1,0,0,400,37,0,0,606.5675676,256,195,0,0,379,0,0,163.6,0,0,437.3,0,0,81,0,0,147,0,0,315.5,1.994013473,0.054917624,11024000,37.004,1.818796254,17.91614505,60378584
3937,0,12000000,12000000,14.33333333,3,0,1,0,0,1,400,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,103,1,3,1,0,0,400,46,0,0,370.3695652,310,52,0,0,379,0,0,606,0,0,800.5,0,0,81,0,0,243,0,0,443,3.060912152,0.052020202,21504000,24.752,1.727764318,16.62778869,16647800
3938,0,150000000,150000000,15.5,6,1,1,1,2,3,31,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,88,1,1,1,0,0,400,27,0,0,542,145,107,0,0,379,1,3,33.5,0,2,86.2,0,0,81,0,0,125,0,0,236,37.16476453,0.043802887,190500000,24,1.193866159,19.49506127,292817841
3939,0,7000000,7000000,8.5,2,1,1,0,0,5,262,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,110,1,2,1,0,0,400,27,0,0,610.962963,337,16,0,0,150.5,0,0,606,0,0,1195,0,0,81,0,0,363,0,0,340.5,1.718920204,0.054509415,7756000,25.255,0.791314105,18.27016248,86026201
3940,0,70000000,70000000,12.66666667,3,1,1,0,0,3,97,1,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,112,1,2,1,0,0,400,25,0,0,576.6,64,31,0,0,151,0,0,303,0,0,246.8,0,0,81,0,1,35,0,0,293.5,17.36083554,0.055776892,90160000,27.499,1.328121127,18.52712006,111231041
3941,1,17000000,17000000,7,2,0,1,0,0,5,158.8,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,117,1,1,1,0,0,400,48,0,0,493.9166667,319,76,0,0,128,0,0,162.5,0,0,565.6666667,0,0,81,0,0,207,0,0,103,4.310130632,0.058912387,28628000,29.746,2.126526272,15.7229654,6735922
3942,1,37086905.5,0,8.333333333,3,1,0,0,0,4,182.5,1,0,23,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,115,0,1,0,0,0,400,27,0,0,79.88888889,337,37,0,0,379,0,0,606,0,0,800.5,0,0,81,0,1,55,0,0,511,9.179699884,0.05721393,0,23.499,1.216959259,17.95908458,63027681
3943,1,18000000,18000000,15.75,4,0,1,0,1,2,31,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,93,1,1,1,0,0,400,16,0,0,373.75,337,55,0,0,116,0,0,606,0,0,800.5,0,0,81,0,0,172,0,0,320,4.54991139,0.046757164,29340000,29.745,1.923143497,19.22144467,222724172
3944,0,45000000,45000000,9,4,0,1,0,1,2,173.5,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,100,1,1,1,0,0,400,44,0,0,409.9545455,337,53,0,0,379,0,0,606,0,1,96.5,0,0,81,0,1,29,0,0,124,11.25,0.05,64440000,28.746,1.482428008,18.55097606,113916474
3945,1,46000000,46000000,14.25,4,1,1,1,0,1,178,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,111,1,1,1,0,0,400,24,0,0,452.0416667,58,216,0,0,379,0,0,606,0,0,304.3333333,0,0,81,0,0,168,0,0,340.5,11.54613837,0.055611222,69184000,24.945,1.505734347,18.82614586,150000000
3946,1,20000000,20000000,5.5,2,0,1,0,0,2,381.5,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,96,1,1,1,0,0,400,43,0,0,464.4883721,194,22,0,0,322,0,0,233.875,0,0,333.6666667,0,0,81,0,0,253,0,0,279,4.99001498,0.047952048,27920000,31.694,1.70066084,16.51996437,14946150
3947,1,35000000,35000000,11.4,5,0,1,0,0,3,118,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,118,1,1,1,0,0,400,36,0,0,365.8333333,114,105,0,0,122,0,0,606,0,0,576.5,0,0,81,0,0,106,0,0,182.5,8.820422251,0.059236948,55160000,29.743,1.490202975,19.58922799,321731527
3948,1,500000,500000,9.666666667,3,1,1,0,0,2,1001.5,1,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,94,1,2,1,0,0,400,49,0,0,143.8367347,337,70,0,0,379,0,0,202,0,0,320.2,0,0,81,0,0,363,0,0,681,0.123759313,0.046766169,626000,24.995,1.294433664,15.54534693,5639730
3949,0,3000000,3000000,7.333333333,3,0,1,0,0,2,248,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,116,1,2,1,0,0,400,63,0,0,22.17460317,337,40,0,0,364,0,0,606,0,0,800.5,0,0,81,0,0,338,0,0,681,0.7833207,0.0592744,6618000,24.192,1.063735297,16.01273525,9000000
3950,0,6566181.833,0,8,1,0,0,0,0,3,133.3333333,1,1,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,105,1,2,1,0,0,400,29,0,0,259.6206897,337,49,0,0,379,0,0,606,0,0,533.6666667,0,0,81,0,0,363,0,0,681,1.618802896,0.052135055,0,22.744,0.942481325,15.85676465,7700259
3951,0,20000000,20000000,10,1,0,1,0,0,3,131,2,1,4.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,92,1,2,1,0,0,400,49,0,0,389.5510204,142,153,0,1,81,0,0,70.5,0,0,443.25,0,0,81,0,0,156,0,0,216,4.98005984,0.045908184,27200000,24.237,1.124403103,18.93782026,167722310
3952,0,2883193.167,0,7.5,2,0,1,0,0,3,133.3333333,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,97,1,1,1,0,0,400,17,0,0,1430.411765,337,12,0,0,379,0,0,555,0,0,751.5,0,0,81,0,0,310,0,0,330,0.71151849,0.048186786,0,22.489,1.15686743,11.30309293,81071
3953,0,21000000,21000000,8.666666667,3,0,0,0,0,17,16.58823529,4,1,15.75,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,145,1,4,1,0,0,400,31,0,0,582.9677419,337,222,0,0,154,0,0,606,0,0,266.8333333,0,0,81,0,1,88,0,0,400,5.218641185,0.072283151,27804000,26.736,1.554328113,17.10273877,26768563
3954,1,25000000,25000000,15,3,1,1,0,0,8,96.75,3,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,91,1,3,1,0,0,400,78,0,0,123.2179487,80,406,0,0,379,0,0,29.38461538,0,0,125.5555556,0,0,81,0,0,127,0,0,199,6.126850309,0.045049505,26800000,15.933,0.536952916,15.65192913,6274027
3955,0,25000000,25000000,5,1,0,1,0,0,3,318.6666667,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,134,1,2,1,0,0,400,66,0,0,121.030303,101,57,0,0,181,0,0,188,0,0,454.6666667,0,0,81,0,1,41,0,0,301,6.325680441,0.067404427,41200000,29.033,1.516347017,19.6871365,354825435
3956,1,30000000,30000000,7.5,2,1,1,0,0,5,279.6,2,1,1.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,113,1,1,1,0,0,400,43,0,0,517.2790698,184,117,0,0,379,0,0,106.3333333,0,0,634.6666667,0,0,81,1,1,19,0,0,681,7.447774344,0.05630294,39180000,28.034,1.454815281,18.13972234,75505973
3957,1,80000000,80000000,9.5,2,1,1,0,0,4,179.5,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,115,1,1,1,0,0,400,35,1,0,368.9428571,25,136,0,1,87,0,0,56,0,0,290,0,0,81,1,1,13,0,0,182,19.92023936,0.05738523,108800000,31.982,1.483709207,20.06286256,516642939
3958,0,80000000,80000000,17.25,4,1,1,0,1,3,129,2,1,5.5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,97,1,1,1,0,0,400,22,0,0,691.9090909,337,27,0,1,31,1,1,19.33333333,0,2,132,0,0,81,0,0,363,0,0,681,19.80149006,0.048258706,100160000,21.731,1.125398598,18.75767706,140073390
3959,0,5000000,5000000,7.5,2,1,1,0,0,4,354,1,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,93,1,1,1,0,0,400,12,0,0,882.1666667,337,34,0,0,379,0,0,606,0,0,800.5,0,0,81,0,0,106,0,0,194,1.271524041,0.046898638,8690000,34.975,2.144461232,16.86951179,21200000
3960,0,20000000,20000000,7.666666667,3,1,1,0,0,8,198.125,2,0,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,152,1,3,1,0,0,400,41,1,0,261.9756098,23,87,0,0,353,0,0,121.2,0,0,271,0,0,81,0,0,363,0,0,660,4.911200582,0.075322101,22160000,21.732,0.680928059,15.88237344,7900000
3961,0,25000000,25000000,5,1,0,1,0,1,6,2,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,132,1,1,1,0,0,400,52,0,0,416.4423077,275,216,0,0,379,0,0,279,0,1,346.75,0,0,81,0,0,161,0,0,588,6.169535377,0.06557377,29950000,17.475,0.898939852,18.56842963,115922175
3962,1,32000000,32000000,14.25,4,0,1,0,0,4,229.5,2,1,4.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,89,1,1,1,0,0,400,36,0,0,216.3055556,337,45,0,0,379,0,0,606,0,0,587.5,0,0,81,0,0,363,0,0,241.5,8.080604025,0.044723618,51584000,24.719,1.408122613,16.6056732,16283667
3963,0,60000000,60000000,9.75,4,0,1,0,0,4,245.5,1,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,125,1,1,1,0,0,400,50,0,0,381.52,157,113,0,1,77,0,0,282,0,0,347.2857143,0,0,81,0,1,79,0,0,186,15,0.0625,85920000,25.718,1.326274386,18.64142142,124700000
3964,0,40000000,40000000,6.5,2,0,1,0,0,2,240.5,2,1,13.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,108,1,1,1,0,0,400,32,0,0,687.4375,337,64,0,0,163,0,0,130,0,0,564,0,0,81,0,0,267,0,1,105.5,10.07036922,0.054189664,62320000,34.465,1.890084235,18.57168363,116300000
3965,1,15776888.75,0,13.75,4,0,0,0,0,2,713,1,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,61,0,1,1,0,0,400,16,0,0,1303.0625,337,25,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,3.971977372,0.030607125,0,26.212,1.437484055,16.32572394,12307555
3966,1,12000000,12000000,9.666666667,3,0,1,0,0,2,248,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,114,1,1,1,0,0,400,48,0,0,472.5625,158,52,0,0,212,0,0,606,0,0,143,0,0,81,0,0,235,0,0,412,3.051657699,0.057488654,20856000,30.612,1.876947741,18.64061917,124600000
3967,0,20272257.33,0,7.5,2,0,1,0,0,3,440,2,1,3.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,77,1,2,1,0,0,400,18,0,0,647.3333333,337,20,0,0,189.5,0,0,121.2,0,0,300.625,0,0,81,0,0,363,0,0,340.5,4.953479214,0.038062284,0,28.024,0.154898603,12.01664188,165485
3968,0,18971529.5,0,7,2,1,0,0,0,1,825,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,124,0,1,0,0,0,400,12,0,0,648.9166667,337,7,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,4.640235721,0.06132542,0,22.319,0.444163437,16.92708483,22456368
3969,1,12000000,12000000,10,1,1,1,0,0,3,187,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,93,1,1,1,0,0,400,28,0,0,768.9642857,337,80,0,0,379,0,0,84.66666667,0,0,418.75,0,0,81,0,0,159,0,0,455,2.997002249,0.046476762,16968000,19.209,1.014071276,17.2544993,31155435
3970,0,45000000,45000000,6.333333333,3,1,1,0,0,4,179.75,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,131,1,1,1,0,0,400,53,0,0,291.3962264,337,31,0,0,202,0,0,202,0,0,313.8333333,0,0,81,1,1,5,0,0,214,11.11620535,0.065109344,54720000,31.461,1.64531419,18.23394329,82966152
3971,1,85000000,85000000,16,4,1,1,1,1,2,124,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,86,1,1,1,0,0,400,30,0,0,494.8666667,140,107,0,0,189.5,0,0,303,0,0,400.25,0,0,81,0,0,363,0,0,340.5,21.12307146,0.042871386,112540000,25.46,1.480146385,19.10028173,197309027
3972,0,215000000,215000000,11.66666667,3,1,1,1,3,4,47,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,149,1,1,1,0,0,400,80,1,0,145.3125,40,73,1,1,26,0,2,14.85714286,0,0,57.66666667,0,0,81,0,0,125,1,1,134.5,53.05800424,0.074018877,257570000,29.661,1.52580572,19.37812154,260502115
3973,0,10000000,10000000,8.666666667,3,1,1,0,0,3,289.6666667,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,93,1,1,1,0,0,400,26,0,0,330.5769231,337,90,0,0,379,0,0,151.5,0,0,405.7777778,0,0,81,0,0,363,0,0,681,2.455600291,0.046085233,11080000,33.465,1.048557771,16.28507309,11817275
3974,1,291000,291000,9.333333333,3,0,1,0,0,1,196,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,70,1,1,1,0,0,400,28,0,0,277.4285714,337,43,0,0,379,0,0,606,0,0,1565,0,0,81,0,0,178,0,0,681,0.078042009,0.036250647,778134,23.453,1.14960051,16.30041729,12000000
3975,0,15000000,15000000,9,2,1,1,0,0,2,340.5,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,87,1,1,1,0,0,400,22,0,0,734.4545455,337,26,0,0,118,0,0,606,0,0,177.75,0,0,81,0,1,83,0,0,419,3.727600847,0.04336989,19860000,24.953,1.450671357,18.02112997,67062123
3976,1,25000000,25000000,8.666666667,3,1,1,0,0,5,416.6,2,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,91,1,2,1,0,0,400,41,0,0,106.4634146,337,42,0,0,379,0,0,224.25,0,0,426.7142857,0,0,81,0,0,277,0,0,681,6.120788622,0.045027214,26350000,32.069,0.781589797,18.16464682,77411570
