id,belongs_to_collection,original_budget,budget_processed,genre_rank,num_genres,has_homepage,originally_english,topStudio,numTopStudios,num_studios,studioRank,num_production_countries,topCountry,countryRank,usa_produced,release_date,1960s,1970s,1980s,1990s,2000s,2010s,mondayRelease,tuesdayRelease,wednesdayRelease,thursdayRelease,fridayRelease,saturdayRelease,sundayRelease,Winter,Fall,Spring,Summer,runtime_processed,spoken_english,num_languages,has_tagline,num_keywords,numTopKeywords,keywordRank,cast_num,topLeadActor,numTopActors,actorRanks,topActorRank,crew_num,topLeadDirector,numTopDirectors,directorsRank,topLeadExecProd,numTopExecProd,execProdRank,topLeadProducer,numTopProducers,producersRank,topLeadComposer,numTopComposers,composersRank,topLeadDirectorPhoto,numTopDirectorsPhoto,directorsPhotoRank,topLeadEditor,numTopEditors,editorsRank,budget_to_year_ratio,runtime_to_year_ratio,inflationBudget,popularity,popularity_year_ratio,log_revenue,revenue,log_budget,season,month,year,day_of_week,week_of_year,_budget_runtime_ratio,_budget_popularity_ratio,day
2974,0,16000000,16000000.0,9.0,3,0,1,0,0,2,200.0,1,1,3.0,1,3/3/00,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,96,1,1,1,8,2,47.0,16,0,0,1046.0,155,2,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,4.0,0.048,22912000.0,4.372616,0.225495319,16.55164229,15427192.0,16.588099342704055,1,3,2000,5,9,166666.66666666666,3659136.7730438714,3
2975,0,53000000,53000000.0,7.333333333,3,1,1,0,0,5,194.2,1,1,3.0,1,5/15/01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,102,1,1,1,2,0,238.0,27,0,0,534.037037,159,21,0,0,317.0,0,0,301.3333333,0,0,272.0,0,1,32.0,0,0,363.0,0,0,505.0,13.23675993,0.050974513,74942000.0,5.3962,0.284873311,17.20665764,29700000.0,17.78580249038432,1,5,2001,2,20,519607.8431372549,9821726.4000593,15
2976,0,0,12552417.29,8.5,2,0,1,0,0,7,277.5714286,1,1,4.0,0,10/23/98,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,119,1,1,1,14,2,11.07142857,15,0,0,1015.466667,98,17,0,0,362.0,0,0,606.0,0,0,639.5,0,1,62.0,0,0,262.0,0,0,253.5,3.144389957,0.05955956,0.0,16.5293,0.925360445,13.8679028,1053788.0,16.345423897409542,3,10,1998,5,43,105482.49823529412,759404.0455433684,23
2977,0,35000000,35000000.0,9.5,2,1,1,1,0,2,370.5,1,1,3.0,1,4/23/10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106,1,1,1,10,2,77.4,14,0,0,1162.142857,159,11,0,0,379.0,0,0,606.0,0,0,499.3333333,0,0,81.0,0,0,164.0,0,0,273.0,8.663151902,0.052736318,43820000.0,6.629999,0.343352426,18.16549179,77477008.0,17.370858648025116,1,4,2010,5,16,330188.679245283,5279035.487034011,23
2978,0,300000,300000.0,10.0,3,1,0,0,0,2,200.0,1,0,15.0,0,2002/4/16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,144,0,0,1,7,0,62.57142857,31,0,0,251.1935484,337,7,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,0.073814248,0.071428571,343200.0,0.350207,0.015833409,14.73180169,2500000.0,12.611541086966115,4,4,2002,2,16,2083.3333333333335,856636.2180082066,16
2979,0,0,1738873.5,5.0,1,0,1,0,0,1,400.0,1,1,3.0,1,2009/9/16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,97,1,1,0,1,0,400.0,39,0,0,424.974359,337,24,0,0,379.0,0,0,67.33333333,0,0,106.7333333,0,0,81.0,0,0,363.0,0,0,681.0,0.427845465,0.048115079,0.0,3.069108,0.138759194,11.44036552,93000.0,14.368748622819597,3,9,2009,3,38,17926.53092783505,566572.9260749378,16
2980,0,500000,500000.0,5.0,1,0,1,0,0,1,400.0,1,1,3.0,1,2009/12/12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,85,1,1,0,0,0,400.0,15,0,0,1040.2,337,15,0,0,379.0,0,0,303.0,0,0,341.8,0,0,81.0,0,0,363.0,0,0,681.0,0.123513393,0.042246521,608000.0,4.893812,0.255931418,12.83893358,376597.0,13.122365377402328,3,12,2009,6,50,5882.35294117647,102169.84224159,12
2981,0,35000000,35000000.0,7.0,2,0,1,0,0,3,490.0,1,1,3.0,1,4/4/97,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,108,1,1,1,0,0,400.0,39,0,0,423.6923077,337,2,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,8.776309181,0.054081122,52010000.0,5.660835,0.319756965,13.58210326,791830.0,17.370858648025116,1,4,1997,5,14,324074.0740740741,6182833.4512488,4
2982,1,80000000,80000000.0,9.333333333,3,1,1,1,1,5,207.0,1,1,3.0,1,2008/8/3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,117,1,3,1,5,1,60.0,16,0,0,995.3125,239,99,0,0,189.5,0,0,303.0,0,0,234.375,1,1,19.0,0,0,130.0,0,2,56.5,19.94013473,0.058412381,110240000.0,13.334952,0.655430784,18.57463152,116643346.0,18.197537205138154,2,8,2008,7,31,683760.6837606838,5999271.688417027,3
2983,0,37665000,37665000.0,7.5,4,1,1,0,0,2,330.0,1,1,3.0,1,2/17/06,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,113,1,2,1,8,1,21.625,21,0,0,545.3333333,239,14,0,0,379.0,0,1,52.0,0,0,354.3333333,1,1,12.0,0,0,247.0,0,0,351.0,9.360005726,0.056331007,49868460.0,5.388535,0.31326868,16.50033505,14655628.0,17.444241865791778,4,2,2006,5,7,333318.58407079644,6989840.466843029,17
2984,0,20000000,20000000.0,9.0,3,0,1,0,0,3,290.0,1,1,3.0,1,2009/3/4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,84,1,2,1,1,1,46.0,10,0,0,2571.2,337,34,0,0,379.0,0,1,90.0,0,0,386.0,1,1,81.0,0,0,189.0,0,0,165.8333333,4.98005984,0.041916168,27200000.0,12.553403,0.582377575,16.62526042,16605763.0,16.811242881518265,3,3,2009,3,10,238095.2380952381,1593193.4950228238,4
2985,0,0,858591.0,11.5,2,0,1,0,0,1,400.0,1,1,3.0,1,1/20/89,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,90,1,1,1,11,0,66.09090909,11,0,0,610.9090909,337,13,0,0,379.0,0,0,606.0,0,0,490.6666667,0,0,81.0,0,0,363.0,0,0,681.0,0.217028498,0.045248869,0.0,1.292125,0.083541496,13.66304912,858591.0,13.663049117235595,4,1,1989,5,3,9539.9,664479.829737835,20
2986,0,0,105656.0,5.0,1,0,0,0,0,1,400.0,1,0,100.0,0,5/20/02,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,94,0,1,0,4,1,14.75,4,0,0,1946.75,337,2,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,0.026361251,0.046953047,0.0,0.984515,0.052827857,11.56795328,105656.0,11.567953277356672,1,5,2002,1,21,1124.0,107317.8163867488,20
2987,0,0,17585781.67,17.5,2,0,1,0,0,3,132.0,1,1,3.0,1,2005/11/1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,75,1,2,1,2,0,200.0,19,0,0,661.2631579,337,8,0,0,178.0,0,0,606.0,0,0,800.5,0,0,81.0,0,0,363.0,0,0,681.0,4.392052266,0.037481259,0.0,0.851599,0.04495716,11.51495341,100202.0,16.682601330718942,1,11,2005,2,44,234477.08893333335,20650308.03230159,1
2988,0,0,35748675.0,12.0,2,0,1,0,0,2,578.5,0,0,100.0,0,3/28/97,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,90,1,1,1,6,0,34.33333333,30,0,0,507.4666667,202,20,0,0,379.0,0,0,170.0,0,0,595.75,0,0,81.0,0,0,363.0,0,0,681.0,8.964040703,0.045067601,0.0,1.56098,0.088173251,15.7952475,7240837.0,17.392023791453443,1,3,1997,5,13,397207.5,22901430.511601686,28
2989,1,13000000,13000000.0,11.0,4,0,1,0,0,2,192.5,1,1,3.0,1,2001/12/1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,112,1,1,1,3,1,31.33333333,21,0,0,712.9047619,337,21,0,0,280.0,0,0,606.0,0,0,662.1666667,0,1,66.0,0,0,144.0,0,0,291.0,3.246752436,0.055972014,18382000.0,4.794088,0.253086935,18.3267906,91038276.0,16.380459992348886,4,12,2001,6,48,116071.42857142857,2711673.210838015,1
2990,0,1135654,1135654.0,14.2,5,0,1,0,0,1,400.0,1,1,3.0,1,3/18/24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,149,0,1,1,12,1,34.41666667,21,0,0,370.8095238,337,26,0,0,189.5,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,356.0,0,0,681.0,0.277220293,0.073616601,1135654.0,3.878515,1.0,14.00933322,1213880.0,13.942720134954806,1,3,2024,1,12,7621.838926174497,292806.39626248705,18
2991,0,60000000,60000000.0,7.5,2,1,1,1,1,3,108.0,1,1,3.0,1,6/17/04,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,128,1,5,1,18,1,36.5,23,1,0,558.4347826,32,68,0,1,35.0,0,1,5.666666667,1,0,159.1428571,1,1,3.0,0,1,34.0,0,0,89.0,14.94017952,0.063872255,81600000.0,14.092373,0.653773484,19.20648575,219417255.0,17.909855136853043,2,6,2004,4,25,468750.0,4257622.190386247,17
2992,0,0,52034889.0,5.0,1,0,1,0,0,1,242.0,1,1,3.0,1,9/18/92,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,106,1,1,1,2,0,58.0,6,0,0,3316.833333,67,17,0,0,379.0,0,0,606.0,0,0,800.5,0,1,31.0,0,0,275.0,0,0,565.0,13.11341979,0.053212851,0.0,7.438381,0.372682564,16.50438256,14715067.0,17.767425013090104,3,9,1992,5,38,490895.179245283,6995458.958071656,18
2993,0,0,41860286.0,9.5,2,0,1,0,0,2,355.0,1,1,3.0,1,4/22/94,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,102,1,1,1,19,5,10.36842105,15,0,0,778.6,246,17,0,0,379.0,0,0,186.0,0,0,332.6,0,0,81.0,0,0,131.0,0,1,92.0,10.52814562,0.05115346,0.0,9.85327,0.530857901,14.28344204,1596687.0,17.549848131145914,1,4,1994,5,16,410394.96078431373,4248364.857554903,22
2994,0,0,3112876.75,8.5,2,0,0,0,0,2,1035.5,2,0,21.5,0,3/28/13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,102,0,1,0,6,0,33.83333333,11,0,0,276.7272727,337,15,0,0,379.0,0,0,606.0,0,0,266.8333333,0,0,81.0,0,0,363.0,0,0,681.0,0.768200129,0.050670641,0.0,3.727996,0.191773629,12.10399008,180590.0,14.951058177852756,1,3,2013,4,13,30518.399509803923,835000.0241416568,28
2995,0,65000000,65000000.0,9.75,4,0,1,0,0,3,73.0,1,1,3.0,1,10/11/96,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,120,1,1,1,14,3,51.07142857,15,0,0,763.3333333,236,10,0,0,255.0,0,0,606.0,0,0,304.25,1,1,8.0,0,1,44.0,0,0,124.0,16.31519552,0.06012024,97760000.0,14.482345,0.874185781,18.30926596,89456761.0,17.989897843244528,3,10,1996,5,41,541666.6666666666,4488223.419618853,11
2996,0,42000000,42000000.0,9.5,2,1,1,0,0,2,182.5,1,1,3.0,1,1/16/04,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,90,1,1,1,22,0,8.590909091,26,1,0,622.5384615,25,88,0,0,126.3333333,0,0,93.5,0,0,535.8333333,1,1,23.0,0,1,43.0,0,0,45.35714286,10.45812566,0.04491018,57120000.0,15.725542,0.729539474,18.96279215,171963386.0,17.553180200057167,4,1,2004,5,3,466666.6666666667,2670814.1442755996,16
2997,0,35000000,35000000.0,11.0,3,1,1,0,0,6,151.8333333,1,1,3.0,1,9/22/11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,106,1,1,1,14,3,65.71428571,34,0,0,340.5588235,337,48,0,0,127.0,0,0,606.0,0,0,193.375,0,1,46.0,0,1,83.0,0,0,310.5,8.654538279,0.052710094,43190000.0,10.512109,0.545874042,18.22329212,82087155.0,17.370858648025116,3,9,2011,4,38,330188.679245283,3329493.6344362483,22
2998,0,80000000,80000000.0,12.66666667,3,1,1,0,0,4,254.75,2,1,6.0,1,2023/9/27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,134,1,4,1,0,0,400.0,52,0,0,128.6538462,337,88,0,0,379.0,0,0,75.4,0,0,230.4444444,0,0,81.0,0,1,15.5,0,0,241.3333333,19.54781506,0.06623826,81440000.0,1565.509,8.653124339,18.45990147,104000000.0,18.197537205138154,3,9,2023,3,39,597014.9253731343,51101.59060088444,27
2999,1,95000000,95000000.0,14.4,5,1,1,1,1,2,114.5,1,1,3.0,1,2023/10/12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,92,1,1,1,0,0,400.0,29,0,0,327.3793103,87,13,0,0,379.0,0,0,202.0,0,0,43.0,0,0,81.0,0,0,363.0,0,0,681.0,23.21303038,0.045477014,96710000.0,2274.279,12.5707479,18.49671544,107900000.0,18.36938746009113,3,10,2023,4,41,1032608.695652174,41771.48010424402,12
3000,0,100000000,100000000.0,4.0,2,1,1,0,2,3,85.66666667,2,1,3.5,1,2023/7/19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,181,1,2,1,0,0,400.0,81,0,0,77.59259259,337,170,1,1,18.0,0,0,202.0,0,2,38.0,0,0,81.0,1,1,10.0,0,1,84.0,24.43476882,0.089471083,101800000.0,1563.034,8.639444135,20.67218305,950200000.0,18.420680753952364,2,7,2023,3,29,552486.1878453039,63978.13483263959,19
3001,0,20000000,20000000.0,9.0,2,1,1,0,0,2,159.5,1,1,3.0,1,2023/10/25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,110,1,1,1,0,0,400.0,30,0,0,402.6333333,73,242,0,0,379.0,0,0,70.0,0,0,282.7142857,0,0,81.0,0,0,363.0,0,0,340.5,4.886953764,0.054374691,20360000.0,1089.235,6.02058876,19.42094491,271900000.0,16.811242881518265,3,10,2023,3,43,181818.18181818182,18361.510601477185,25
3002,0,36150000,36150000.0,13.66666667,3,0,0,0,0,1,533.0,1,0,15.0,0,2023/9/7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,169,0,1,0,0,0,400.0,40,0,0,171.175,243,40,0,0,379.0,0,0,606.0,0,0,529.5,0,0,81.0,0,0,363.0,0,0,681.0,8.833168928,0.083539298,36800700.0,986.805,5.454421765,18.73328959,136698671.0,17.403187534231563,3,9,2023,4,36,213905.32544378698,36633.377414990806,7
3003,1,100000000,100000000.0,13.66666667,3,1,1,0,0,3,484.3333333,1,1,3.0,1,2023/9/15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,103,1,1,1,0,0,400.0,38,0,0,298.0789474,153,129,0,0,379.0,0,0,96.77777778,0,0,122.9583333,0,0,81.0,0,0,231.0,0,0,479.0,24.43476882,0.050914483,101800000.0,810.458,4.479689255,17.87595359,58000000.0,18.420680753952364,3,9,2023,5,37,970873.786407767,123387.02314000232,15
3004,1,291000000,291000000.0,11.0,2,1,1,1,1,3,66.33333333,1,1,3.0,1,2023/7/8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,164,1,4,1,0,0,400.0,76,1,1,50.26315789,13,114,1,1,17.0,0,3,58.6,1,2,106.4285714,0,0,81.0,0,0,363.0,1,1,45.0,71.10517726,0.081067721,296238000.0,648.228,3.582986418,20.15613254,567148955.0,19.488833828572194,2,7,2023,6,27,1774390.243902439,448916.12210518523,8
3005,1,340000000,340000000.0,9.333333333,3,1,1,0,2,4,75.0,1,1,3.0,1,2023/5/17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,142,1,1,1,0,0,400.0,38,1,0,59.28947368,10,204,0,1,72.0,1,1,14.4,1,2,51.4,0,0,81.0,1,1,9.0,0,1,7.0,83.07821398,0.070192783,346120000.0,669.021,3.697916715,20.37329645,704709660.0,19.644456178515657,1,5,2023,3,20,2394366.1971830986,508205.2730781246,17
3006,1,0,18000000.0,15.5,2,0,0,0,0,1,662.0,1,0,11.0,0,1988/7/9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,48,0,1,0,0,0,400.0,26,0,0,1374.346154,286,14,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,4.554489917,0.024144869,0.0,494.612,25.83279133,15.91983994,8201600.0,16.705882371415992,2,7,1988,6,27,375000.0,36392.161937033474,9
3007,0,100000000,100000000.0,16.33333333,3,1,1,0,1,3,133.6666667,1,1,3.0,1,2023/11/15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,157,1,1,1,0,0,400.0,46,0,0,96.58695652,337,47,1,1,14.0,0,1,5.0,0,1,122.0,0,0,81.0,1,1,19.0,0,0,141.0,24.43476882,0.077607514,101800000.0,553.534,3.059579043,18.42864892,100800000.0,18.420680753952364,3,11,2023,3,46,636942.6751592357,180657.37606000717,15
3008,1,70000000,70000000.0,9.333333333,3,1,1,1,0,4,172.0,2,0,10.0,1,2023/8/30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,109,1,2,1,0,0,400.0,43,0,0,241.4883721,123,27,0,0,138.0,0,0,303.0,0,0,216.7272727,0,0,81.0,0,1,69.0,0,0,126.0,17.10433817,0.053880376,71260000.0,523.463,2.893365944,19.06253464,190000000.0,18.064005814299346,2,8,2023,3,35,642201.8348623853,133724.82868894268,30
3009,1,274800000,274800000.0,14.75,4,1,1,1,2,2,4.5,1,1,3.0,1,2023/11/8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,105,1,2,1,0,0,400.0,33,0,0,147.4242424,50,57,0,0,379.0,0,3,8.0,1,3,25.33333333,0,0,81.0,0,0,265.0,0,0,141.5,67.14674471,0.051903114,279746400.0,456.842,2.525128012,18.90001571,161500000.0,19.43155412195148,3,11,2023,3,45,2617142.8571428573,601520.8759264691,8
3010,1,13000000,13000000.0,7.5,2,1,1,0,0,2,341.5,1,1,3.0,1,2023/9/26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,118,1,3,1,0,0,400.0,24,0,0,333.625,94,203,0,0,379.0,0,0,175.0,0,0,410.125,0,0,81.0,0,0,363.0,0,0,417.0,3.176519946,0.058329214,13234000.0,441.022,2.437685253,18.4296405,100900000.0,16.380459992348886,3,9,2023,2,39,110169.49152542373,29476.987542571573,26
3011,0,20000000,20000000.0,9.333333333,3,1,1,0,0,5,351.2,3,0,7.666666667,1,2023/8/23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,91,1,2,1,0,0,400.0,19,0,1,130.9473684,111,81,0,0,379.0,0,0,124.6666667,0,0,410.1,0,0,81.0,0,0,205.0,0,0,462.0,4.886953764,0.044982699,20360000.0,405.929,2.243713776,16.63091934,16700000.0,16.811242881518265,2,8,2023,3,34,219780.21978021978,49269.69987362322,23
3012,0,104000000,104000000.0,16.33333333,3,1,1,1,2,3,92.0,1,1,3.0,1,2023/8/16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,128,1,3,1,0,0,400.0,34,0,0,295.1176471,337,159,0,0,379.0,0,1,89.33333333,0,0,442.6,0,0,81.0,0,0,363.0,0,0,148.0,25.41215957,0.063272368,105872000.0,447.975,2.476116954,18.67221738,128600000.0,18.459901466721032,2,8,2023,3,33,812500.0,232155.81226630948,16
3013,1,129000000,129000000.0,12.33333333,3,1,1,0,0,6,43.16666667,2,1,2.0,1,2023/8/2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,116,1,1,1,0,0,400.0,30,0,0,149.8,153,78,0,0,208.0,0,2,17.0,0,0,49.54545455,0,0,81.0,0,1,38.0,0,0,237.0,31.52085178,0.057340583,131322000.0,424.618,2.347014518,19.76630019,384056482.0,18.675322970077882,2,8,2023,3,31,1112068.9655172413,303802.4765789486,2
3014,0,60000000,60000000.0,12.66666667,3,1,1,0,0,3,111.3333333,1,1,3.0,1,2023/8/9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,135,1,1,1,0,0,400.0,52,0,0,60.26923077,337,87,0,0,379.0,0,0,80.75,0,0,143.5,0,0,81.0,0,0,217.0,0,0,85.5,14.66086129,0.066732575,61080000.0,443.513,2.451453895,18.55870205,114800000.0,17.909855136853043,2,8,2023,3,32,444444.44444444444,135283.52043795786,9
3015,0,14500000,14500000.0,9.5,2,1,1,0,0,1,400.0,1,1,3.0,1,2023/7/3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,131,1,2,1,0,0,400.0,25,0,0,738.48,82,35,0,0,379.0,0,0,75.75,0,0,94.3,0,0,81.0,0,0,363.0,0,0,681.0,3.543041479,0.064755314,14761000.0,385.364,2.130043716,19.32813253,247800000.0,16.489659276356317,2,7,2023,1,27,110687.02290076336,37626.76326797521,3
3016,0,100000000,100000000.0,15.8,5,1,1,0,1,3,66.66666667,2,0,7.0,1,2023/4/5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,93,1,1,1,0,0,400.0,37,1,0,127.5405405,1,279,0,0,189.5,0,0,202.0,1,1,3.4,0,0,81.0,0,0,363.0,0,0,681.0,24.43476882,0.04597133,101800000.0,440.78,2.436347633,21.0276024,1355725263.0,18.420680753952364,1,4,2023,3,14,1075268.817204301,226870.5476655021,5
3017,1,38500000,38500000.0,8.666666667,3,1,1,0,1,3,142.3333333,1,1,3.0,1,2023/9/6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,110,1,2,1,0,0,400.0,36,0,0,266.6944444,337,127,0,0,379.0,0,0,95.57142857,0,0,227.4444444,0,0,81.0,0,0,363.0,0,0,268.0,9.407385995,0.054374691,39193000.0,384.009,2.12255415,19.40649754,268000000.0,17.46616882523204,3,9,2023,3,36,350000.0,100258.06686822444,6
3018,1,195000000,195000000.0,16.33333333,3,1,1,1,1,7,62.0,1,1,3.0,1,2023/6/6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,127,1,3,1,0,0,400.0,38,0,0,178.6052632,337,78,0,0,379.0,1,4,37.5,1,1,54.14285714,0,0,81.0,0,1,81.0,0,1,95.0,47.6477992,0.062778052,198510000.0,414.802,2.292757999,19.87883054,429800000.0,19.088510121656228,2,6,2023,2,23,1535433.0708661417,470103.808564086,6
3019,0,145000000,145000000.0,14.66666667,3,1,1,1,2,5,45.6,2,1,3.5,1,2023/7/19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,114,1,1,1,0,0,400.0,168,1,0,33.31547619,9,157,0,0,379.0,0,0,22.4,0,1,56.71428571,0,0,81.0,0,1,50.0,0,0,681.0,35.43041479,0.056351953,147610000.0,412.939,2.282460536,21.08915817,1441800000.0,18.7922443072814,2,7,2023,3,29,1271929.8245614036,351141.4518851453,19
3020,0,200000000,200000000.0,13.8,5,1,1,1,2,2,35.5,1,1,3.0,1,2023/6/14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,102,1,1,1,0,0,400.0,18,0,0,218.8888889,337,70,0,0,379.0,0,1,43.0,0,1,40.0,0,0,81.0,1,1,0.5,0,1,13.0,48.86953764,0.050420168,203600000.0,383.642,2.12052561,20.01154317,490797988.0,19.11382792951231,2,6,2023,3,24,1960784.3137254901,521319.355023694,14
3021,1,30000000,30000000.0,15.0,5,1,1,1,0,5,255.6,3,1,8.666666667,1,2023/9/21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,92,1,1,1,0,0,400.0,21,0,0,417.9047619,337,18,0,0,379.0,0,0,95.0,0,0,140.6666667,0,0,81.0,0,0,363.0,0,0,681.0,7.330430646,0.045477014,30540000.0,396.897,2.193790704,19.0750871,192400000.0,17.216707972959764,3,9,2023,4,38,326086.95652173914,75586.36119698561,21
3022,1,460000000,460000000.0,16.33333333,3,1,1,1,2,2,24.5,1,1,3.0,1,2022/12/14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,192,1,1,1,0,0,400.0,79,1,1,48.16455696,2,132,1,1,2.0,0,1,8.0,0,2,50.25,0,0,81.0,1,1,11.0,1,3,8.5,112.511141,0.09495549,476560000.0,371.716,7.39740384,21.5649409,2320250281.0,19.946737049621326,4,12,2022,3,50,2395833.3333333335,1237503.9008275135,14
3023,1,200000000,200000000.0,16.33333333,3,1,1,1,2,3,61.33333333,1,1,3.0,1,2021/12/15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,148,1,1,1,0,0,400.0,62,1,3,10.66129032,0,140,0,0,379.0,0,3,2.333333333,1,4,10.875,0,0,81.0,1,1,7.0,1,2,1.0,48.96630898,0.073231074,210800000.0,346.168,8.43685107,21.3765526,1921847111.0,19.11382792951231,4,12,2021,3,50,1351351.3513513512,577754.1540523677,15
3024,1,90000000,90000000.0,9.333333333,3,1,1,0,0,4,213.0,2,1,4.5,1,2023/3/22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,170,1,9,1,0,0,400.0,29,0,0,332.3793103,80,92,0,0,379.0,0,1,114.25,0,0,342.1428571,0,0,81.0,0,1,95.0,0,0,681.0,21.99129194,0.084033613,91620000.0,343.115,1.896518485,19.87224437,426978565.0,18.31532023940565,1,3,2023,3,12,529411.7647058824,262302.72649111814,22
3025,1,100000000,100000000.0,16.5,4,1,1,1,3,5,65.4,1,1,3.0,1,2023/5/31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,140,1,4,1,0,0,400.0,113,0,0,60.18584071,337,518,0,0,126.3333333,0,0,121.2,1,1,62.6,0,0,81.0,0,0,363.0,0,1,25.0,24.43476882,0.069204152,101800000.0,372.047,2.056435927,20.34235931,683241751.0,18.420680753952364,1,5,2023,3,22,714285.7142857143,268783.2451276317,31
3026,1,30000000,30000000.0,7.0,1,1,1,0,0,4,410.0,1,1,3.0,1,2023/10/4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,111,1,4,1,0,0,400.0,35,0,0,262.8857143,337,161,0,0,171.0,0,0,97.5,0,0,332.5555556,0,0,81.0,0,0,136.0,0,0,382.0,7.330430646,0.054869006,30540000.0,339.919,1.878853058,18.71036083,133600000.0,17.216707972959764,3,10,2023,3,40,270270.2702702703,88256.31988797331,4
3027,0,0,216847.75,8.25,4,1,1,0,0,4,266.5,1,1,3.0,1,2023/9/29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,100,1,3,1,0,0,400.0,17,0,0,252.5882353,213,24,0,0,379.0,0,0,297.75,0,0,454.5714286,0,0,81.0,0,0,363.0,0,0,681.0,0.052986246,0.049431537,0.0,294.466,1.627618181,12.28695538,216847.75,12.286955384893659,3,9,2023,5,39,2168.4775,736.4101458232868,29
3028,0,70000000,70000000.0,14.25,4,1,1,0,1,10,89.2,3,0,7.0,1,2008/8/20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,101,1,2,1,0,0,400.0,19,1,0,542.6842105,10,253,0,0,379.0,0,0,606.0,0,0,692.0,0,0,81.0,0,0,163.0,0,0,681.0,17.36083554,0.050298805,90160000.0,284.301,13.73090529,18.09369221,72109200.0,18.064005814299346,2,8,2008,3,34,693069.3069306931,246217.91692607483,20
